0.127335,0.130005,0.131989,0.114822,11.000000,3.000000
0.126953,0.130234,0.131836,0.115204,11.000000,2.000000
0.127029,0.130158,0.131760,0.115356,11.000000,2.000000
0.126801,0.130005,0.131836,0.115662,11.000000,2.000000
0.127029,0.129852,0.131760,0.115051,10.000000,3.000000
0.127487,0.130005,0.131836,0.115662,11.000000,4.000000
0.127411,0.129547,0.131989,0.115662,11.000000,4.000000
0.127411,0.130005,0.131836,0.115433,11.000000,4.000000
0.127029,0.129852,0.131836,0.115433,12.000000,4.000000
0.126877,0.129700,0.131836,0.115051,12.000000,4.000000
0.126953,0.129547,0.131912,0.115051,13.000000,4.000000
0.127411,0.129471,0.131912,0.115051,12.000000,5.000000
0.127411,0.129547,0.131836,0.114899,12.000000,5.000000
0.127029,0.130005,0.131836,0.115204,12.000000,5.000000
0.127258,0.129547,0.132065,0.115204,12.000000,4.000000
0.127258,0.129547,0.131683,0.115433,12.000000,4.000000
0.126648,0.130005,0.131683,0.114899,12.000000,4.000000
0.127564,0.129547,0.131683,0.115509,11.000000,4.000000
0.126953,0.129471,0.131836,0.115814,11.000000,4.000000
0.127411,0.129929,0.131836,0.115662,11.000000,3.000000
0.127029,0.130005,0.131836,0.115433,10.000000,3.000000
0.127564,0.129623,0.131989,0.115051,11.000000,3.000000
0.127182,0.129547,0.131836,0.114975,12.000000,3.000000
0.127716,0.130158,0.131989,0.115814,12.000000,3.000000
0.127106,0.130234,0.131989,0.114899,12.000000,4.000000
0.127182,0.130158,0.132141,0.115204,12.000000,4.000000
0.127029,0.129700,0.131989,0.115204,12.000000,4.000000
0.127258,0.130158,0.132065,0.115204,12.000000,4.000000
0.127411,0.129929,0.132141,0.115356,12.000000,5.000000
0.127411,0.130463,0.132065,0.115814,10.000000,4.000000
0.127258,0.130310,0.132294,0.115356,10.000000,4.000000
0.127716,0.130463,0.132141,0.115585,11.000000,4.000000
0.127869,0.130768,0.132141,0.115967,11.000000,4.000000
0.127716,0.130615,0.132370,0.115967,11.000000,4.000000
0.127640,0.130920,0.132599,0.116348,11.000000,4.000000
0.128021,0.131607,0.132675,0.116348,11.000000,4.000000
0.128632,0.132065,0.132752,0.117340,11.000000,4.000000
0.129242,0.131989,0.133209,0.117569,11.000000,5.000000
0.129089,0.132752,0.133514,0.117950,11.000000,6.000000
0.129776,0.133972,0.133820,0.119171,11.000000,6.000000
0.130768,0.134735,0.134506,0.120392,11.000000,5.000000
0.131378,0.135574,0.134888,0.121460,10.000000,6.000000
0.131378,0.136566,0.135422,0.122376,9.000000,6.000000
0.132141,0.137482,0.135956,0.123596,9.000000,7.000000
0.132752,0.138245,0.136490,0.124741,8.000000,7.000000
0.133820,0.139465,0.137329,0.126343,8.000000,7.000000
0.134888,0.140686,0.138397,0.127716,8.000000,7.000000
0.136032,0.142212,0.139465,0.129852,9.000000,7.000000
0.138245,0.144959,0.141602,0.135498,9.000000,8.000000
0.142670,0.150604,0.145645,0.143051,10.000000,9.000000
0.149078,0.159760,0.151978,0.155869,9.000000,10.000000
0.157166,0.171204,0.160217,0.172424,9.000000,10.000000
0.167999,0.184631,0.170441,0.192566,8.000000,10.000000
0.180054,0.201111,0.182877,0.216370,7.000000,10.000000
0.192719,0.218353,0.196228,0.240097,7.000000,10.000000
0.202789,0.231476,0.207062,0.259399,6.000000,11.000000
0.208130,0.240021,0.214081,0.271530,6.000000,11.000000
0.210266,0.242310,0.217743,0.275879,6.000000,11.000000
0.209045,0.242081,0.218658,0.276642,5.000000,11.000000
0.205917,0.238724,0.217743,0.272980,5.000000,16.000000
0.201569,0.233765,0.215302,0.267029,4.000000,15.000000
0.196991,0.227966,0.212631,0.260162,4.000000,15.000000
0.192108,0.221558,0.209045,0.252457,3.000000,15.000000
0.187454,0.215454,0.205765,0.245056,3.000000,15.000000
0.183258,0.210114,0.203857,0.239487,2.000000,13.000000
0.180817,0.207520,0.203095,0.236969,1.000000,13.000000
0.179291,0.205536,0.203705,0.236893,1.000000,13.000000
0.179291,0.205536,0.206146,0.239410,0.000000,13.000000
0.179749,0.206757,0.209351,0.243683,-2.000000,13.000000
0.179977,0.208817,0.213165,0.248184,-4.000000,12.000000
0.180359,0.209808,0.217056,0.252380,-5.000000,12.000000
0.180817,0.210495,0.220490,0.256348,-6.000000,12.000000
